title;rating;address;metro;avg_check;breakfast;business_lunch;deleviry;parking;catering;banquets;telephone;site;restaurant_type;open_hours;positive_reviews;negative_reviews
Суши-сет;0;Москва, Дмитровский р-н, пос. Новосиньково, 65;[];До 700 ₽;Нет;Нет;Есть;Нет;Нет;Нет;+7 (495) 150 55 22;Сайт;['Суши', 'Японская кухня', 'Фастфуд'];10:00 до 23:00;0;0
Теремок;0;Москва, Вешняковская, 18, ТЦ «Вешняки»;['Выхино'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 956 27 30 (единая справочная);http://www.teremok.ru;['Блины', 'Русская кухня', 'Кафе', 'Фастфуд'];09:00 до 22:00;0;0
Егорьевск;0;Москва, Егорьевск, Советская, 126, гостиница «Егорьевск»;[];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 929 600 08 00;http://гостиницавегорьевске.рф;['Европейская кухня', 'Русская кухня'];11:00 до 02:00;0;0
Ля фантази;0;Москва, Б.Почтовая, 38, стр. 1;['Электрозаводская'];До 700 ₽;Нет;Нет;Есть;Нет;Есть;Нет;+7 (495) 374 75 10 (единая справочная);http://www.lafantasi.ru;['Блины', 'Европейская кухня', 'Пироги', 'Русская кухня', 'Кулинарии'];08:00 до 21:00;0;0
Крошка-картошка;0;Москва, Театральный пр., 5/1, Центральный детский магазин;['Лубянка', 'Кузнецкий Мост'];До 700 ₽;Нет;Нет;Нет;Нет;Нет;Нет;+7 (495) 995 21 34 (единая справочная);http://www.kartoshka.com;['Русская кухня', 'Сэндвичи', 'Кафе', 'Фастфуд'];10:00 до 22:00;0;0
Ливанская кухня;0;Москва, Бутырская, 46, стр. 2;['Дмитровская', 'Савеловская'];700–1700 ₽;Нет;Нет;Есть;Нет;Нет;Нет;+7 977 501 00 72;Нет;['Ливанская кухня', 'Шаурма', 'Шашлыки', 'Кафе'];11:00 до 23:00;0;0
Мадам Москвичка;0;Москва, Генерала Белова, 28, корп. 1;['Домодедовская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 995 777 12 77;Нет;['Кофейни', 'Кулинарии', 'Пекарни'];10:00 до 21:00;0;0
Даблби;0;Москва, Пресненская наб., 4, стр. 1, ММДЦ «Москва-Сити», башня «Эволюция»;['Деловой центр'];Нет;Нет;Нет;Есть;Есть;Есть;Нет;Нет;http://double-b.ru;['Кофейни'];08:30 до 23:00;0;0
... & Action!;2 отзыва;Москва, Дербеневская наб., 7, стр. 12;['Павелецкая'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 966 019 44 40;Нет;['Бары', 'Живая музыка', 'Коктейльная карта'];17:00 до 05:00;2;0
Мята Signature Речной;0;Москва, Лавочкина, 34;['Речной вокзал'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 925 592 23 44;http://myata-signature-hovrino.ru;['Бургеры', 'Вок', 'Европейская кухня', 'Паназиатская кухня', 'Паровые коктейли', 'Паста', 'Пицца', 'Поке', 'Суши', 'Японская кухня', 'Коктейльная карта'];12:00 до 04:00;0;0
Сыроварня Метрополис;0;Москва, Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис», 3 этаж;['Войковская', 'Балтийская'];1700–3000 ₽;Есть;Нет;Есть;Есть;Нет;Нет;+7 926 586 79 86; +7 800 707 50 76 (доставка);['Итальянская кухня', 'Паста', 'Пицца', 'Банкетные залы', 'Сыроварни'];10:00 до 23:00;0;0
Officina;5.11 отзыв;Москва, Забелина, 1;['Лубянка', 'Кузнецкий Мост', 'Китай-город'];1700–3000 ₽;Нет;Нет;Нет;Нет;Нет;Есть;+7 (499) 391 08 57;http://www.officina.moscow;['Итальянская кухня', 'Паста'];12:00 до 00:00;1;0
Gagawa;0;Москва, Ходынский б-р, 4, ТРЦ «Авиапарк», 4 этаж;['ЦСКА'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;Нет;Нет;['Австрийская кухня', 'Европейская кухня', 'Китайская кухня', 'Немецкая кухня', 'Турецкая кухня', 'Кафе', 'Фастфуд'];10:00 до 23:00;0;0
Наш бараш;0;Москва, Армейская, 1;[];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 778 02 02;http://www.nashbarash.ru;['Грузинская кухня', 'Европейская кухня', 'Паровые коктейли', 'Узбекская кухня', 'Бары', 'Веранды'];12:00 до 00:00;0;0
Кальянный дворик;0;Москва, Малыгина, 1;['Медведково', 'Бабушкинская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 926 657 61 17;http://kalyandvorik.ru;['Паровые коктейли'];14:00 до 05:00;0;0
Louis The Claw;2 отзыва;Москва, Спиридоньевский пер., 9, стр. 1, гостиница «Марко Поло Пресня»;['Маяковская', 'Тверская', 'Пушкинская', 'Чеховская'];Больше 3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 936 260 10 69;Нет;['Американская кухня', 'Бары', 'Живая музыка', 'Коктейльная карта', 'Концерты'];12:00 до 00:00;1;1
Рубин;0;Москва, Сиреневый б-р, 13;['Щелковская', 'Первомайская'];700–1700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 (499) 164 46 79;Сайт;['Азербайджанская кухня', 'Европейская кухня', 'Русская кухня', 'Кафе'];12:00 до 00:00;0;0
Рассвет;0;Москва, Голицыно, Советская, 52, корп. 5;[];До 700 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 903 782 72 86;Нет;['Европейская кухня', 'Русская кухня', 'Кафе'];09:00 до 22:00;0;0
Кофемания;0;Москва, аэропорт Шереметьево, терминал D, международная зона вылета;['Речной вокзал'];700–1700 ₽;Есть;Нет;Нет;Есть;Нет;Нет;+7 (495) 739 22 26;http://www.coffeemania.ru;['Европейская кухня', 'Кофейни', 'Круглосуточно'];00:00 до 00:00;0;0
Поместье-парк;7.0;Москва, Таманская, влад. 46, стр. 1, Серебряный Бор;['Полежаевская'];1700–3000 ₽;Нет;Нет;Есть;Есть;Есть;Есть;+7 (495) 152 22 20;http://www.pomestie-park.com;['Европейская кухня', 'Итальянская кухня', 'Паровые коктейли', 'Паста', 'Русская кухня', 'Стейки', 'Винотеки', 'Коктейльная карта', 'Рестораны у воды'];11:00 до 23:00;0;0
KFC;0;Москва, М.Юшуньская, 1, корп. 1, БЦ «Берлин»;['Севастопольская', 'Каховская'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 319 85 31;Сайт;['Американская кухня', 'Бургеры', 'Сэндвичи', 'Кафе', 'Фастфуд'];10:00 до 22:00;0;0
Южный лед;0;Москва, Маршала Савицкого, 7;[];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (495) 796 41 32;http://southarena.ru;['Европейская кухня', 'Русская кухня', 'Кафе', 'Столовые'];12:00 до 19:00;0;0
Burger King;0;Москва, Одинцовский р-н, пос. Новоивановское, Западная, 4, ТЦ «Пикник»;[];До 700 ₽;Есть;Нет;Есть;Есть;Нет;Нет;+7 (495) 544 50 00;Сайт;['Американская кухня', 'Бургеры', 'Кафе', 'Фастфуд'];07:00 до 02:00;0;0
Introvert Place;0;Москва, Мясницкая, 41, стр. 3;['Красные Ворота', 'Чистые пруды', 'Тургеневская', 'Сретенский бульвар'];Нет;Нет;Нет;Есть;Есть;Нет;Нет;+7 916 234 27 24;http://introvert.team;['Кофейни'];09:00 до 23:00;0;0
Бакинская жемчужина;0;Москва, Звездный б-р, 24;['ВДНХ'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Есть;+7 (495) 602 37 12;Сайт;['Азербайджанская кухня', 'Европейская кухня', 'Паста', 'Хачапури', 'Хинкали', 'Шашлыки', 'Банкетные залы', 'Живая музыка'];11:00 до 02:00;0;0
Суши-мастер;0;Москва, ​Покрышкина, 5, стр. 1;['Юго-Западная'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 800 707 55 50;http://moskva.sushi-master.ru;['Вок', 'Суши', 'Японская кухня', 'Фастфуд'];10:00 до 23:00;0;0
Шелковая курица;0;Москва, Павлово-Посадский р-н, дер. Кузнецы, 56;[];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (499) 559 99 94;Сайт;['Европейская кухня', 'Китайская кухня', 'Русская кухня', 'Японская кухня'];16:00 до 02:00;0;0
Суши-шоп;0;Москва, Декабристов, 20, корп. 1;['Отрадное'];До 700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (495) 933 34 35;Сайт;['Вок', 'Суши', 'Японская кухня', 'Фастфуд'];10:00 до 23:00;0;0
Парадайз;0;Москва, Маршала Захарова, 6, корп. 1;['Орехово', 'Домодедовская'];Нет;Нет;Нет;Есть;Есть;Нет;Есть;+7 (495) 780 00 06;http://www.banquet-paradise.ru;['Банкетные залы', 'Веранды'];Время работы не указан;0;0
Monkey's Café;0;Москва, Ленинградский просп., 15, стр. 4;['Белорусская'];До 700 ₽;Есть;Нет;Есть;Есть;Есть;Нет;+7 903 000 00 09;http://www.monkeyscafe.ru;['Вок', 'Европейская кухня', 'Паназиатская кухня', 'Кафе'];08:30 до 20:00;0;0
Давно;0;Москва, Б.Палашевский пер., 2/12;['Тверская', 'Пушкинская', 'Чеховская'];1700–3000 ₽;Нет;Нет;Есть;Нет;Нет;Нет;+7 (985) 770 39 39;http://bardavno.com;['Европейская кухня', 'Бары'];12:00 до 00:00;0;0
Tacobar;0;Москва, Пресненская наб., 10, ММДЦ «Москва-Сити», башня «На набережной», блок В, 1 этаж;['Выставочная', 'Деловой центр'];1700–3000 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (495) 032 87 39;http://tacobar.ru/city;['Европейская кухня', 'Мексиканская кухня', 'Коктейльная карта'];12:00 до 00:00;0;0
The First Company;0;Москва, Ломоносовский просп., 25, корп. 5;['Университет'];Нет;Нет;Нет;Нет;Есть;Есть;Нет;+7 985 773 14 15;http://thefirstcompany.ru;['Паровые коктейли', 'Бары'];12:00 до 03:00;0;0
Чайна-тун;0;Москва, Б.Татарская, 21;['Новокузнецкая', 'Третьяковская'];До 700 ₽;Нет;Нет;Есть;Нет;Нет;Нет;+7 (495) 775 43 43;http://www.chinatun.ru;['Вок', 'Китайская кухня', 'Кафе', 'Круглосуточно'];00:00 до 00:00;0;0
Мята Lounge;0;Москва, Зеленый просп., 8б;['Перово'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 926 238 73 79;Нет;['Европейская кухня', 'Паровые коктейли', 'Сэндвичи', 'Чайные'];14:00 до 05:00;0;0
Кэп-бар;0;Москва, Ольховская, 24;['Красносельская', 'Бауманская'];700–1700 ₽;Есть;Есть;Есть;Есть;Нет;Есть;+7 906 037 60 16;http://cap-bar.ru;['Американская кухня', 'Европейская кухня', 'Русская кухня', 'Бары'];07:30 до 00:00;0;0
Burger King;0;Москва, Щелковское ш., 100, ТЦ «Щелково»;['Щелковская'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 544 50 00;Сайт;['Американская кухня', 'Бургеры', 'Кафе', 'Фастфуд'];11:00 до 22:00;0;0
